"year","id","sex","terr","adjlat","adjlong","subpop","inb","off_mat","nmates","pkins"
"1996","1762","1","134","223","118","R2","0","6","5","0"
"1997","1762","1","134","223","118","R2","0","4","3","0.0833333333333333"
"1995","1765","1","194","319","224","R2","0","2","2","0"
"1996","1765","1","194","319","224","R2","0","2","1","0"
"1995","1770","1","148","208","50","R2","0","4","2","0"
"1996","1770","1","148","208","50","R2","0","0","0",NA
"1995","1771","2","82","127","237","R2","0","7","5","0"
"1996","1771","2","82","127","237","R2","0","3","3","0"
"1997","1771","2","82","127","237","R2","0","4","2","0"
"1998","1771","2","82","127","237","R2","0","0","0",NA
"1995","1776","1","155","405","747","R1W","0","2","2","0"
"1995","1777","2","214","288","25","R2","0","7","4","0"
"1996","1777","2","214","288","25","R2","0","3","2","0.125"
"1997","1777","2","214","288","25","R2","0","1","1","0.25"
"1998","1777","2","214","288","25","R2","0","0","0",NA
"1995","1783","2","162","230","148","R2","0","2","2","0"
"1996","1783","2","129","222","164","R2","0","3","3","0"
"1997","1783","2","160","249","164","R2","0","0","0",NA
"1998","1783","2","160","249","164","R2","0","1","1","0"
"1999","1783","2","160","249","164","R2","0","0","0",NA
"1995","1786","1","203","281","63","R2","0","3","2","0"
"1996","1786","1","203","281","63","R2","0","0","0",NA
"1997","1786","1","203","281","63","R2","0","0","0",NA
"1995","1788","1","177","258","11","R2","0","2","2","0"
"1996","1788","1","177","258","11","R2","0","0","0",NA
"1995","1797","1","89","155","161","R2","0","6","4","0"
"1996","1797","1","89","155","161","R2","0","3","3","0"
"1997","1797","1","88","173","144","R2","0","0","0",NA
"1998","1797","1","87","163","205","R2","0","1","1","0"
"1995","1800","1","225","461","708","R1W","0","0","0",NA
"1996","1800","1","183","452","722","R1W","0","1","1","0"
"1997","1800","1","225","461","708","R1W","0","0","0",NA
"1993","1903","1","210","491","776","R1W","0","0","0",NA
"1994","1903","1","210","491","776","R1W","0","1","1","0"
"1995","1903","1","204","511","791","R1W","0","2","2","0"
"1996","1903","1","213","470","786","R1W","0","2","2","0"
"1997","1903","1","213","470","786","R1W","0","1","1","0"
"1998","1903","1","213","470","786","R1W","0","0","0",NA
"1994","1904","2","179","435","801","R1W","0.125","0","0",NA
"1995","1904","2","179","435","801","R1W","0.125","0","0",NA
"1996","1904","2","179","435","801","R1W","0.125","0","0",NA
"1993","1905","1","73","911","800","R1E","0.15625","0","0",NA
"1994","1905","1","73","911","800","R1E","0.15625","0","0",NA
"1995","1905","1","73","911","800","R1E","0.15625","0","0",NA
"1996","1905","1","73","911","800","R1E","0.15625","0","0",NA
"1994","1906","2","53","884","811","R1E","0.1796875","0","0",NA
"1995","1906","2","55","875","804","R1E","0.1796875","1","1","0.2783203125"
"1996","1906","2","73","911","800","R1E","0.1796875","1","1","0.060546875"
"1997","1906","2","73","911","800","R1E","0.1796875","0","0",NA
"1994","1907","1","24","844","882","R1E","0.23046875","0","0",NA
"1995","1907","1","225","461","708","R1W","0.23046875","1","1","0"
"1996","1907","1","226","467","692","R1W","0.23046875","1","1","0"
"1993","1908","1","23","825","886","R1E","0","0","0",NA
"1994","1908","1","23","825","886","R1E","0","1","1","0"
"1995","1908","1","23","825","886","R1E","0","0","0",NA
"1994","1911","2","49","873","887","R1E","0.15625","0","0",NA
"1995","1911","2","47","878","906","R1E","0.15625","0","0",NA
"1996","1911","2","47","878","906","R1E","0.15625","0","0",NA
"1994","1912","1","40","888","940","R1E","0.109375","0","0",NA
"1995","1912","1","40","888","940","R1E","0.109375","0","0",NA
"1994","1914","2","49","873","887","R1E","0.1796875","0","0",NA
"1995","1914","2","49","873","887","R1E","0.1796875","1","1","0.09375"
"1994","1916","2","68","943","860","R1E","0.03125","0","0",NA
"1995","1916","2","68","943","860","R1E","0.03125","1","1","0.06640625"
"1996","1916","2","68","943","860","R1E","0.03125","2","2","0.146484375"
"1997","1916","2","68","943","860","R1E","0.03125","0","0",NA
"1998","1916","2","68","943","860","R1E","0.03125","0","0",NA
"1994","1917","2","39","875","931","R1E","0.1875","0","0",NA
"1995","1917","2","41","888","930","R1E","0.1875","0","0",NA
"1993","1919","1","41","888","930","R1E","0","0","0",NA
"1994","1919","1","41","888","930","R1E","0","3","3","0.0364583333333333"
"1995","1919","1","41","888","930","R1E","0","1","1","0.0625"
"1993","1920","1","47","878","906","R1E","0","0","0",NA
"1994","1920","1","47","878","906","R1E","0","2","2","0.09375"
"1994","1922","2","63","935","890","R1E","0","0","0",NA
"1995","1922","2","64","931","886","R1E","0","4","3","0.046875"
"1994","1932","2","16","854","997","R1E","0.09375","0","0",NA
"1995","1932","2","33","888","1031","R1E","0.09375","0","0",NA
"1994","1933","2","246","592","856","R1W","0.03125","0","0",NA
"1995","1933","2","249","586","837","R1W","0.03125","1","1","0.0546875"
"1996","1933","2","236","568","813","R1W","0.03125","0","0",NA
"1997","1933","2","236","568","813","R1W","0.03125","2","2","0.04296875"
"1993","1934","1","154","386","755","R1W","0","0","0",NA
"1994","1934","1","154","386","755","R1W","0","1","1","0"
"1995","1934","1","154","386","755","R1W","0","3","3","0.0833333333333333"
"1994","1938","1","200","517","842","R1W","0","0","0",NA
"1995","1938","1","200","517","842","R1W","0","0","0",NA
"1994","1940","1","67","912","878","R1E","0.234375","0","0",NA
"1995","1940","1","75","921","1043","R1E","0.234375","1","1","0.119140625"
"1994","1943","1","53","884","811","R1E","0.28125","0","0",NA
"1995","1943","1","53","884","811","R1E","0.28125","5","4","0.125"
"1996","1943","1","53","884","811","R1E","0.28125","0","0",NA
"1994","1947","2","32","868","984","R1E","0.125","0","0",NA
"1995","1947","2","32","868","984","R1E","0.125","0","0",NA
"1994","1948","2","56","907","991","R1E","0.109375","0","0",NA
"1995","1948","2","33","888","1031","R1E","0.109375","1","1","0.15234375"
"1996","1948","2","56","907","991","R1E","0.109375","0","0",NA
"1994","1949","2","19","842","966","R1E","0","0","0",NA
"1995","1949","2","19","842","966","R1E","0","2","2","0.03125"
"1996","1949","2","19","842","966","R1E","0","2","2","0.203125"
"1997","1949","2","21","838","953","R1E","0","1","1","0.328125"
"1994","1950","2","67","912","878","R1E","0","0","0",NA
"1995","1950","2","67","912","878","R1E","0","1","1","0.015625"
"1996","1950","2","67","912","878","R1E","0","0","0",NA
"1994","1956","1","145","404","789","R1W","0","0","0",NA
"1995","1956","1","145","404","789","R1W","0","3","2","0.125"
"1994","1957","1","155","405","747","R1W","0.0625","0","0",NA
"1995","1957","1","155","405","747","R1W","0.0625","0","0",NA
"1994","1958","2","223","479","748","R1W","0.09375","0","0",NA
"1995","1958","2","223","479","748","R1W","0.09375","1","1","0"
"1996","1958","2","223","479","748","R1W","0.09375","1","1","0.0390625"
"1994","1959","2","139","415","842","R1W","0","0","0",NA
"1995","1959","2","139","415","842","R1W","0","0","0",NA
"1994","1960","2","166","458","845","R1W","0","0","0",NA
"1995","1960","2","206","492","851","R1W","0","2","2","0.0625"
"1996","1960","2","206","492","851","R1W","0","2","2","0"
"1997","1960","2","206","492","851","R1W","0","3","3","0.0520833333333333"
"1998","1960","2","206","492","851","R1W","0","1","1","0.09375"
"1999","1960","2","206","492","851","R1W","0","0","0",NA
"1994","1961","1","234","554","858","R1W","0.15625","0","0",NA
"1995","1961","1","234","554","858","R1W","0.15625","0","0",NA
"1994","1963","1","244","631","927","R1W","0","0","0",NA
"1995","1963","1","244","631","927","R1W","0","0","0",NA
"1993","1964","2","113","1023","845","R1E","0","0","0",NA
"1994","1964","2","113","1023","845","R1E","0","0","0",NA
"1995","1964","2","113","1023","845","R1E","0","0","0",NA
"1996","1964","2","113","1023","845","R1E","0","0","0",NA
"1997","1964","2","113","1023","845","R1E","0","0","0",NA
"1994","1966","2","48","853","886","R1E","0.0390625","0","0",NA
"1995","1966","2","48","853","886","R1E","0.0390625","3","3","0.100911458333333"
"1996","1966","2","48","853","886","R1E","0.0390625","3","2","0.216552734375"
"1997","1966","2","48","853","886","R1E","0.0390625","1","1","0.05419921875"
"1998","1966","2","48","853","886","R1E","0.0390625","0","0",NA
"1994","1967","1","23","825","886","R1E","0","0","0",NA
"1995","1967","1","23","825","886","R1E","0","0","0",NA
"1994","1968","1","17","864","1026","R1E","0.125","0","0",NA
"1995","1968","1","57","911","1012","R1E","0.125","4","3","0.12890625"
"1996","1968","1","57","911","1012","R1E","0.125","1","1","0.357421875"
"1994","1970","1","280","286","601","SSW","0","0","0",NA
"1995","1970","1","280","286","601","SSW","0","0","0",NA
"1996","1970","1","280","286","601","SSW","0","0","0",NA
"1994","1971","2","302","172","588","SSW","0","0","0",NA
"1995","1971","2","302","172","588","SSW","0","0","0",NA
"1996","1971","2","302","172","588","SSW","0","0","0",NA
"1994","1972","1","303","232","531","SSW","0.03125","0","0",NA
"1995","1972","1","301","182","592","SSW","0.03125","0","0",NA
"1996","1972","1","301","182","592","SSW","0.03125","0","0",NA
"1994","1973","2","227","493","696","R1W","0","0","0",NA
"1995","1973","2","227","493","696","R1W","0","1","1","0.046875"
"1996","1973","2","227","493","696","R1W","0","1","1","0.046875"
"1997","1973","2","225","461","708","R1W","0","2","1","0.15625"
"1998","1973","2","225","461","708","R1W","0","0","0",NA
"1999","1973","2","225","461","708","R1W","0","0","0",NA
"1994","1974","2","213","470","786","R1W","0","0","0",NA
"1995","1974","2","213","470","786","R1W","0","0","0",NA
"1994","1975","1","103","986","912","R1E","0","0","0",NA
"1995","1975","1","103","986","912","R1E","0","0","0",NA
"1994","1976","2","109","967","871","R1E","0","0","0",NA
"1995","1976","2","109","967","871","R1E","0","1","1","0.046875"
"1994","1977","1","67","912","878","R1E","0.0625","0","0",NA
"1995","1977","1","67","912","878","R1E","0.0625","0","0",NA
"1994","1978","1","30","833","826","R1E","0.046875","0","0",NA
"1995","1978","1","30","833","826","R1E","0.046875","2","2","0.0888671875"
"1994","1979","2","31","826","815","R1E","0.0390625","0","0",NA
"1995","1979","2","31","826","815","R1E","0.0390625","2","2","0.10107421875"
"1994","1982","2","200","517","842","R1W","0.0625","0","0",NA
"1995","1982","2","235","527","826","R1W","0.0625","1","1","0.03125"
"1996","1982","2","246","592","856","R1W","0.0625","1","1","0.015625"
"1997","1982","2","246","592","856","R1W","0.0625","3","2","0.0859375"
"1994","1983","2","250","575","792","R1W","0","0","0",NA
"1995","1983","2","250","575","792","R1W","0","0","0",NA
"1994","1984","1","210","491","776","R1W","0","0","0",NA
"1995","1984","1","210","491","776","R1W","0","0","0",NA
"1996","1984","1","210","491","776","R1W","0","3","3","0.0455729166666667"
"1994","1985","2","180","425","812","R1W","0","0","0",NA
"1995","1985","2","139","415","842","R1W","0","0","0",NA
"1996","1985","2","139","415","842","R1W","0","1","1","0.03125"
"1997","1985","2","139","415","842","R1W","0","0","0",NA
"1998","1985","2","139","415","842","R1W","0","0","0",NA
"1999","1985","2","180","425","812","R1W","0","2","2","0.138671875"
"1994","1987","2","154","386","755","R1W","0","0","0",NA
"1995","1987","2","151","399","775","R1W","0","2","2","0.125"
"1994","1992","1","111","1038","856","R1E","0","0","0",NA
"1995","1992","1","111","1038","856","R1E","0","2","2","0.048828125"
"1996","1992","1","111","1038","856","R1E","0","0","0",NA
"1997","1992","1","111","1038","856","R1E","0","2","2","0.068359375"
"1998","1992","1","111","1038","856","R1E","0","2","2","0.06494140625"
"1994","1993","2","54","884","846","R1E","0.25","0","0",NA
"1995","1993","2","54","884","846","R1E","0.25","1","1","0.052734375"
"1995","1995","1","174","441","774","R1W","0.0625","0","0",NA
"1996","1995","1","137","402","844","R1W","0.0625","2","2","0.0234375"
"1997","1995","1","137","402","844","R1W","0.0625","2","2","0.02734375"
"1994","1996","1","166","458","845","R1W","0","0","0",NA
"1995","1996","1","166","458","845","R1W","0","1","1","0.0625"
"1996","1996","1","206","492","851","R1W","0","2","2","0.1484375"
"1997","1996","1","206","492","851","R1W","0","2","2","0.046875"
"1998","1996","1","166","458","845","R1W","0","1","1","0.09375"
"1999","1996","1","166","458","845","R1W","0","1","1","0.25"
"1994","1997","1","180","425","812","R1W","0","0","0",NA
"1995","1997","1","180","425","812","R1W","0","2","2","0.04296875"
"1996","1997","1","180","425","812","R1W","0","5","4","0.015625"
"1997","1997","1","179","435","801","R1W","0","2","2","0.15234375"
"1998","1997","1","179","435","801","R1W","0","0","0",NA
"1999","1997","1","139","415","842","R1W","0","1","1","0.015625"
"1995","1999","1","252","615","741","R1W","0.09375","0","0",NA
"1996","1999","1","252","615","741","R1W","0.09375","1","1","0"
"1995","2001","1","61","940","903","R1E","0.09375","0","0",NA
"1996","2001","1","61","940","903","R1E","0.09375","4","4","0.0947265625"
"1995","2002","2","111","1038","856","R1E","0.03125","0","0",NA
"1996","2002","2","111","1038","856","R1E","0.03125","0","0",NA
"1995","2003","1","39","875","931","R1E","0.015625","0","0",NA
"1996","2003","1","39","875","931","R1E","0.015625","4","4","0.07080078125"
"1997","2003","1","39","875","931","R1E","0.015625","2","2","0.080322265625"
"1998","2003","1","39","875","931","R1E","0.015625","1","1","0.04833984375"
"1995","2004","1","22","812","898","R1E","0.046875","0","0",NA
"1996","2004","1","22","812","898","R1E","0.046875","0","0",NA
"1995","2007","1","19","842","966","R1E","0.0625","0","0",NA
"1996","2007","1","21","838","953","R1E","0.0625","0","0",NA
"1995","2008","1","50","888","882","R1E","0.1875","0","0",NA
"1996","2008","1","50","888","882","R1E","0.1875","0","0",NA
"1995","2010","2","53","884","811","R1E","0.05859375","0","0",NA
"1996","2010","2","52","879","822","R1E","0.05859375","0","0",NA
"1997","2010","2","52","879","822","R1E","0.05859375","1","1","0.124267578125"
"1995","2011","2","111","1038","856","R1E","0.06640625","0","0",NA
"1996","2011","2","119","1076","843","R1E","0.06640625","0","0",NA
"1995","2012","1","57","911","1012","R1E","0.1875","0","0",NA
"1996","2012","1","57","911","1012","R1E","0.1875","0","0",NA
"1997","2012","1","57","911","1012","R1E","0.1875","1","1","0.18603515625"
"1995","2013","1","33","888","1031","R1E","0.119140625","0","0",NA
"1996","2013","1","33","888","1031","R1E","0.119140625","4","3","0.177652994791667"
"1995","2014","2","32","868","984","R1E","0.03125","0","0",NA
"1996","2014","2","32","868","984","R1E","0.03125","1","1","0.091796875"
"1995","2015","1","54","884","846","R1E","0.05859375","0","0",NA
"1996","2015","1","54","884","846","R1E","0.05859375","0","0",NA
"1997","2015","1","54","884","846","R1E","0.05859375","1","1","0.2060546875"
"1998","2015","1","69","896","857","R1E","0.05859375","1","1","0.16796875"
"1999","2015","1","54","884","846","R1E","0.05859375","0","0",NA
"1995","2016","1","108","968","881","R1E","0.09375","0","0",NA
"1996","2016","1","105","1009","906","R1E","0.09375","3","1","0.0234375"
"1995","2017","2","109","967","871","R1E","0.03125","0","0",NA
"1996","2017","2","109","967","871","R1E","0.03125","0","0",NA
"1995","2018","1","24","844","882","R1E","0.1640625","0","0",NA
"1996","2018","1","55","875","804","R1E","0.1640625","1","1","0"
"1997","2018","1","55","875","804","R1E","0.1640625","3","1","0.030029296875"
"1995","2019","1","275","776","861","R1E","0.08984375","0","0",NA
"1996","2019","1","275","776","861","R1E","0.08984375","0","0",NA
"1995","2020","1","31","826","815","R1E","0.125","0","0",NA
"1996","2020","1","31","826","815","R1E","0.125","1","1","0.17529296875"
"1995","2021","2","24","844","882","R1E","0.08984375","0","0",NA
"1996","2021","2","24","844","882","R1E","0.08984375","0","0",NA
"1995","2022","2","32","868","984","R1E","0.3125","0","0",NA
"1996","2022","2","32","868","984","R1E","0.3125","0","0",NA
"1995","2023","2","57","911","1012","R1E","0.15234375","0","0",NA
"1996","2023","2","56","907","991","R1E","0.15234375","3","3","0.228108723958333"
"1995","2024","2","111","1038","856","R1E","0.125","0","0",NA
"1996","2024","2","111","1038","856","R1E","0.125","0","0",NA
"1995","2025","2","32","868","984","R1E","0.125","0","0",NA
"1996","2025","2","32","868","984","R1E","0.125","0","0",NA
"1995","2027","2","105","1009","906","R1E","0.125","0","0",NA
"1996","2027","2","105","1009","906","R1E","0.125","0","0",NA
"1995","2029","1","53","884","811","R1E","0.0380859375","0","0",NA
"1996","2029","1","50","888","882","R1E","0.0380859375","2","2","0.075439453125"
"1997","2029","1","50","888","882","R1E","0.0380859375","1","1","0.200927734375"
"1995","2031","1","58","903","963","R1E","0.125","0","0",NA
"1996","2031","1","56","907","991","R1E","0.125","2","2","0.234375"
"1995","2032","2","75","921","1043","R1E","0.09375","0","0",NA
"1996","2032","2","75","921","1043","R1E","0.09375","0","0",NA
"1994","2034","1","21","838","953","R1E","0.0625","0","0",NA
"1995","2034","1","21","838","953","R1E","0.0625","2","2","0.09375"
"1995","2035","2","30","833","826","R1E","0.052734375","0","0",NA
"1996","2035","2","30","833","826","R1E","0.052734375","2","2","0.110107421875"
"1997","2035","2","30","833","826","R1E","0.052734375","0","0",NA
"1994","2036","1","275","776","861","R1E","0.078125","0","0",NA
"1995","2036","1","275","776","861","R1E","0.078125","1","1","0.08984375"
"1996","2036","1","275","776","861","R1E","0.078125","2","1","0.08984375"
"1994","2037","1","244","631","927","R1W","0.0625","0","0",NA
"1995","2037","1","244","631","927","R1W","0.0625","1","1","0"
"1996","2037","1","244","631","927","R1W","0.0625","0","0",NA
"1997","2037","1","244","631","927","R1W","0.0625","3","2","0.05859375"
"1998","2037","1","244","631","927","R1W","0.0625","0","0",NA
"1999","2037","1","244","631","927","R1W","0.0625","1","1","0.02734375"
"1995","2041","2","103","986","912","R1E","0.015625","0","0",NA
"1996","2041","2","67","912","878","R1E","0.015625","0","0",NA
"1997","2041","2","66","904","885","R1E","0.015625","0","0",NA
"1998","2041","2","66","904","885","R1E","0.015625","0","0",NA
"1995","2042","2","106","998","887","R1E","0.015625","0","0",NA
"1996","2042","2","106","998","887","R1E","0.015625","0","0",NA
"1994","2044","2","16","854","997","R1E","0.125","0","0",NA
"1995","2044","2","16","854","997","R1E","0.125","2","2","0.203125"
"1996","2044","2","16","854","997","R1E","0.125","3","2","0.208984375"
"1994","2047","1","12","306","750","R1W","0","0","0",NA
"1995","2047","1","12","306","750","R1W","0","0","0",NA
"1994","2051","2","303","232","531","SSW","0","0","0",NA
"1995","2051","2","303","232","531","SSW","0","0","0",NA
"1996","2051","2","303","232","531","SSW","0","2","1","0"
"1997","2051","2","306","184","484","SSW","0","5","3","0"
"1998","2051","2","306","184","484","SSW","0","0","0",NA
"1995","2052","2","291","235","597","SSW","0","0","0",NA
"1996","2052","2","291","235","597","SSW","0","0","0",NA
"1995","2055","1","149","394","780","R1W","0.25","0","0",NA
"1996","2055","1","149","394","780","R1W","0.25","1","1","0.375"
"1997","2055","1","149","394","780","R1W","0.25","5","4","0.046875"
"1998","2055","1","149","394","780","R1W","0.25","1","1","0"
"1995","2056","1","151","399","775","R1W","0","0","0",NA
"1996","2056","1","178","426","787","R1W","0","2","2","0.01953125"
"1995","2058","2","176","455","766","R1W","0.0625","0","0",NA
"1996","2058","2","176","455","766","R1W","0.0625","0","0",NA
"1997","2058","2","176","455","766","R1W","0.0625","3","3","0.05078125"
"1998","2058","2","176","455","766","R1W","0.0625","1","1","0.0625"
"1995","2061","1","247","583","860","R1W","0.0625","0","0",NA
"1996","2061","1","247","583","860","R1W","0.0625","0","0",NA
"1997","2061","1","247","583","860","R1W","0.0625","2","2","0.068359375"
"1995","2062","2","204","511","791","R1W","0","0","0",NA
"1996","2062","2","204","511","791","R1W","0","0","0",NA
"1995","2064","2","291","235","597","SSW","0","0","0",NA
"1996","2064","2","306","184","484","SSW","0","0","0",NA
"1997","2064","2","306","184","484","SSW","0","0","0",NA
"1994","2065","2","304","207","524","SSW","0","0","0",NA
"1995","2065","2","304","207","524","SSW","0","0","0",NA
"1996","2065","2","153","377","758","R1W","0","2","2","0"
"1995","2066","1","180","425","812","R1W","0.03125","0","0",NA
"1996","2066","1","180","425","812","R1W","0.03125","0","0",NA
"1995","2067","1","103","986","912","R1E","0.125","0","0",NA
"1996","2067","1","103","986","912","R1E","0.125","2","2","0.0947265625"
"1995","2068","2","174","441","774","R1W","0.03125","0","0",NA
"1996","2068","2","174","441","774","R1W","0.03125","0","0",NA
"1995","2069","2","202","509","812","R1W","0","0","0",NA
"1996","2069","2","202","509","812","R1W","0","0","0",NA
"1997","2069","2","202","509","812","R1W","0","0","0",NA
"1998","2069","2","235","527","826","R1W","0","2","1","0.01171875"
"1995","2076","2","256","671","944","R1W","0","0","0",NA
"1996","2076","2","256","671","944","R1W","0","0","0",NA
"1995","2079","2","235","527","826","R1W","0","0","0",NA
"1996","2079","2","235","527","826","R1W","0","0","0",NA
"1997","2079","2","235","527","826","R1W","0","4","4","0.0361328125"
"1998","2079","2","235","527","826","R1W","0","0","0",NA
"1995","2081","2","251","592","749","R1W","0.046875","0","0",NA
"1996","2081","2","251","592","749","R1W","0.046875","2","2","0"
"1997","2081","2","251","592","749","R1W","0.046875","0","0",NA
"1995","2082","1","252","615","741","R1W","0","0","0",NA
"1996","2082","1","252","615","741","R1W","0","0","0",NA
"1995","2085","2","149","394","780","R1W","0","0","0",NA
"1996","2085","2","149","394","780","R1W","0","0","0",NA
"1995","2086","1","154","386","755","R1W","0","0","0",NA
"1996","2086","1","154","386","755","R1W","0","1","1","0"
"1997","2086","1","153","377","758","R1W","0","2","1","0.1484375"
"1995","2087","2","155","405","747","R1W","0.25","0","0",NA
"1996","2087","2","155","405","747","R1W","0.25","2","2","0.017578125"
"1995","2088","1","179","435","801","R1W","0.0546875","0","0",NA
"1996","2088","1","192","324","240","R2","0.0546875","0","0",NA
"1995","2091","2","166","458","845","R1W","0.0625","0","0",NA
"1996","2091","2","166","458","845","R1W","0.0625","2","2","0.16015625"
"1997","2091","2","166","458","845","R1W","0.0625","2","2","0.03125"
"1998","2091","2","166","458","845","R1W","0.0625","0","0",NA
"1995","2092","1","149","394","780","R1W","0","0","0",NA
"1996","2092","1","149","394","780","R1W","0","0","0",NA
"1995","2093","2","155","405","747","R1W","0","0","0",NA
"1996","2093","2","182","414","722","R1W","0","0","0",NA
"1997","2093","2","182","414","722","R1W","0","5","4","0.056640625"
"1998","2093","2","182","414","722","R1W","0","1","1","0"
"1999","2093","2","182","414","722","R1W","0","0","0",NA
"1995","2095","1","275","776","861","R1E","0.2783203125","0","0",NA
"1996","2095","1","275","776","861","R1E","0.2783203125","0","0",NA
"1995","2096","2","108","968","881","R1E","0.125","0","0",NA
"1996","2096","2","108","968","881","R1E","0.125","1","1","0.080078125"
"1997","2096","2","109","967","871","R1E","0.125","0","0",NA
"1998","2096","2","108","968","881","R1E","0.125","0","0",NA
"1995","2098","2","204","511","791","R1W","0","0","0",NA
"1996","2098","2","204","511","791","R1W","0","0","0",NA
"1995","2301","1","138","198","87","R2","0","0","0",NA
"1996","2301","1","95","143","64","R2","0","1","1","0"
"1997","2301","1","95","143","64","R2","0","1","1","0"
"1995","2302","1","138","198","87","R2","0","0","0",NA
"1996","2302","1","138","198","87","R2","0","0","0",NA
"1995","2303","2","94","129","58","R2","0","0","0",NA
"1996","2303","2","94","129","58","R2","0","0","0",NA
"1995","2304","1","146","192","41","R2","0","0","0",NA
"1996","2304","1","146","192","41","R2","0","1","1","0"
"1995","2305","1","173","236","48","R2","0","0","0",NA
"1996","2305","1","173","236","48","R2","0","1","1","0"
"1995","2306","1","134","223","118","R2","0","0","0",NA
"1996","2306","1","134","223","118","R2","0","0","0",NA
"1995","2307","1","221","309","34","R2","0","0","0",NA
"1996","2307","1","221","309","34","R2","0","0","0",NA
"1995","2308","1","219","313","8","R2","0","0","0",NA
"1996","2308","1","219","313","8","R2","0","0","0",NA
"1995","2310","1","198","290","162","R2","0","0","0",NA
"1996","2310","1","198","290","162","R2","0","0","0",NA
"1995","2312","2","140","198","82","R2","0","0","0",NA
"1996","2312","2","148","208","50","R2","0","4","3","0"
"1997","2312","2","148","208","50","R2","0","1","1","0"
"1995","2314","2","146","192","41","R2","0","0","0",NA
"1996","2314","2","146","192","41","R2","0","0","0",NA
"1997","2314","2","93","176","88","R2","0","6","5","0.025"
"1998","2314","2","93","176","88","R2","0","0","0",NA
"1995","2315","2","134","223","118","R2","0","0","0",NA
"1996","2315","2","134","223","118","R2","0","0","0",NA
"1995","2316","2","173","236","48","R2","0","0","0",NA
"1996","2316","2","169","265","53","R2","0","0","0",NA
"1997","2316","2","169","265","53","R2","0","2","2","0"
"1998","2316","2","169","265","53","R2","0","2","2","0"
"1999","2316","2","169","265","53","R2","0","0","0",NA
"1995","2317","1","175","267","27","R2","0","0","0",NA
"1996","2317","1","175","267","27","R2","0","0","0",NA
"1995","2318","2","175","267","27","R2","0","0","0",NA
"1996","2318","2","175","267","27","R2","0","0","0",NA
"1995","2319","1","219","313","8","R2","0","0","0",NA
"1996","2319","1","219","313","8","R2","0","0","0",NA
"1995","2320","1","221","309","34","R2","0","0","0",NA
"1996","2320","1","221","309","34","R2","0","0","0",NA
"1995","2321","2","212","291","47","R2","0","0","0",NA
"1996","2321","2","212","291","47","R2","0","2","1","0.25"
"1997","2321","2","212","291","47","R2","0","1","1","0"
"1998","2321","2","212","291","47","R2","0","0","0",NA
"1995","2323","1","203","281","63","R2","0","0","0",NA
"1996","2323","1","196","293","196","R2","0","1","1","0.25"
